weeks	family	value
17	Clostridiaceae	2.6571985104799007
18	Clostridiaceae	1.0383151384420184
19	Clostridiaceae	0.07205287155343146
20	Clostridiaceae	1.1055948067769545
21	Clostridiaceae	9.082320908232091
22	Clostridiaceae	0.05582002232800894
23	Clostridiaceae	1.4572401457240145
24	Clostridiaceae	0.10088250504412524
1	Bifidobacteriaceae	15.139090533636015
2	Bifidobacteriaceae	3.410356624037209
3	Bifidobacteriaceae	11.855173333333333
4	Bifidobacteriaceae	17.69432026566108
5	Bifidobacteriaceae	15.153184960693554
6	Bifidobacteriaceae	3.61701353427853
7	Bifidobacteriaceae	6.477025323851267
8	Bifidobacteriaceae	26.45225367738731
9	Bifidobacteriaceae	57.01590684190882
10	Bifidobacteriaceae	21.725365565492687
11	Bifidobacteriaceae	18.500152
12	Bifidobacteriaceae	21.2882196818474
13	Bifidobacteriaceae	32.3093870597914
14	Bifidobacteriaceae	28.477543090543822
15	Bifidobacteriaceae	29.325649999999996
16	Bifidobacteriaceae	26.76648625
17	Bifidobacteriaceae	19.964544664302977
18	Bifidobacteriaceae	18.70813082775078
19	Bifidobacteriaceae	39.08522924561728
20	Bifidobacteriaceae	26.293409851169603
21	Bifidobacteriaceae	23.01636980163698
22	Bifidobacteriaceae	38.69500047800019
23	Bifidobacteriaceae	11.983981198398121
24	Bifidobacteriaceae	13.295415664770784
1	Bacteroidaceae	9.944153869814434
2	Bacteroidaceae	5.484715348107725
3	Bacteroidaceae	2.7909683333333333
4	Bacteroidaceae	10.443192347520279
5	Bacteroidaceae	3.2748636551872052
6	Bacteroidaceae	23.434813524156304
7	Bacteroidaceae	17.60503338025167
8	Bacteroidaceae	41.78509791074511
9	Bacteroidaceae	0.19914402389728286
10	Bacteroidaceae	0.07834199843316003
11	Bacteroidaceae	0.142245
12	Bacteroidaceae	0.42211503618128876
13	Bacteroidaceae	3.0905788202093594
14	Bacteroidaceae	1.8968917615112546
15	Bacteroidaceae	6.853982
16	Bacteroidaceae	5.830513750000001
17	Bacteroidaceae	5.4614003640933575
18	Bacteroidaceae	21.132162817621712
19	Bacteroidaceae	10.347972069594412
20	Bacteroidaceae	7.703956366389686
21	Bacteroidaceae	13.06128380612838
22	Bacteroidaceae	0.9989253995701599
23	Bacteroidaceae	0.17620001762000176
24	Bacteroidaceae	6.993420349671017
1	Other	12.969952402285102
2	Other	24.25791094677611
3	Other	2.9233949999999997
4	Other	5.621523431944603
5	Other	11.299056499273236
6	Other	7.972013776222987
7	Other	16.04685580234279
8	Other	5.4255497287225145
9	Other	18.426784211214105
10	Other	17.664545646709087
11	Other	10.077919
12	Other	11.071147374766916
13	Other	10.432380879280425
14	Other	10.841034708718404
15	Other	7.803978
16	Other	16.481405000000002
17	Other	25.862481724165452
18	Other	4.669903955987195
19	Other	8.635026012719488
20	Other	13.289397686584907
21	Other	4.320220432022043
22	Other	9.486208794483519
23	Other	12.308061230806123
24	Other	7.077737853886894
