weeks	baby_id	B_adolescentis	B_angulatum	B_animalis	B_bifidum	B_breve	B_catenulatum	B_dentium	B_longum	B_pseudocatenulatum	B_pseudolongum	B_psychraerophilum
1	360	1.7714289238816006	0	0	42.308902170493866	11.08376663027589	0	0.19922407465660064	37.910552708028796	6.72612549266325	0	0
1	162	7.057843370626042	0	4.570340395144013	10.16900737919543	25.1511544870269	0	7.000714115686741	45.83908593192097	0.2166150916448465	0	0
1	285	0.31613583087808345	0	0	3.157057141013785	3.3936213682014675	0	0.4430202800060217	92.46435407213059	0.22796189165358396	0	0
1	276	19.187947679850513	0	0	4.702584864528184	10.919495484272812	0	0	55.23590781687948	9.954064154469012	0	0
1	270	2.2466477883789993	0	4.129214314609624	32.398298980769795	8.896804175587809	0.1914139969018559	6.585036161458692	41.20334283825517	4.3492417440380455	0	0
1	174	0	0	0.0352094886283686	86.90368821742074	6.772894309737443	0	0.001137810335159258	6.285921924916209	0.001137810335159258	0	0
1	147	0	0	0.36008803307436743	0	0	0	0	99.63991196692562	0	0	0
1	138	45.33116538359436	0	1.380408813379347	0	5.943058136448101	0	0	47.34536766657818	0	0	0
1	23	0.1510071894617876	0	0	11.797555393046073	2.0248259618398183	0	0	74.40855517460801	11.617106550292993	0	0
1	382	0	0	0	0	0	0	0	0	0	0	0
1	477	69.31448913219393	0	0	1.6149774061645683	0.007856973534086842	0	0	22.3238107261791	6.738865761928331	0	0
1	39	38.81598012833782	0	0.6541088801490376	0.6168495135582696	0	0	11.960256675636515	47.95280480231836	0	0	0
1	48	10.976717502509919	0	0	11.117751111536071	0.6573600420710426	0	0.4446144284553234	76.80594731558062	0	0	0
1	297	0	0	0	1.8917933346971085	17.30079247196108	0	0.714025241699501	79.98914909323776	0.10406197468714702	0	0
1	302	5.168913219270128	0	2.6161623800852856	40.97839935308593	0	0	0.15067512929555013	51.08584991826311	0	0	0
1	311	1.172986273083865	7.722819035561367	2.512016860657169e-4	40.26382038409575	0.0031818880234990806	0	0	50.73800962018724	0.09893159736221484	0	0
1	332	0	0	0	0	0	0	77.68079800498752	22.319201995012463	0	0	0
1	340	1.478135824832364	0	0	0.45857565068166656	0.037420154447516445	82.98527028315378	0	14.882575396447074	0.1580226904376013	0	0
1	279	14.401417362692992	0	0	25.44021405069242	4.3949090646129365	15.690421954658856	4.940882959106195	31.50739414976317	3.6247604584734425	0	0
1	273	0	0	0	79.55405973916702	12.368531762726125	0	0	5.311316785864535	2.7660917122423223	0	0
1	267	10.651881720430108	0	0	68.53158602150538	4.116263440860215	0	16.700268817204304	0	0	0	0
1	180	13.586720550415817	0	0	0	40.90711733075047	0	0	45.50950202064059	0	0	0
1	132	0	0	5.614610426325908	0	46.22073956801991	0	0	48.16465000565419	0	0	0
1	135	0	0	0	12.423528217735253	4.364036695178543	0	0	83.21243508708622	0	0	0
1	141	0	0	0.015489639464587155	92.76751055897024	0.007942178072962065	0	0	7.125222192598536	0.08384739200521694	0	0
1	159	0	0	1.442047542572739	14.903521082608718	30.147045348225955	0	0	34.66098547872931	18.846352320461442	0	0
1	165	19.579077207724623	0	0	13.78637782831592	51.161392283082144	0	2.3274100913541225	11.798172917550014	1.3483405928381453	0	0
1	126	0	0	2.2708406353188586	11.990628862366028	15.704956741500489	0	0.8753159069527202	69.15918020992825	0	0	0
1	144	0	0	0	1.6320868767399694	97.46283707107834	0	0	0.9051014392971223	0	0	0
1	18	0	0	0	0.022016621039242484	0.016944223432834454	0	0	99.96103915552791	0	0	0
1	45	2.1915037086985842	0	0	0	0	0	0	97.80849629130142	0	0	0
1	259	0	0	6.668627698892101	0	5.066429966636648	0	0	88.26502834465657	0	0	0
1	357	45.686113393590794	0	0	0	0.34041554173025	0	0	53.38654771686817	0.4930156121610517	0	0
1	363	33.6026936026936	0	0	0	0	0	66.3973063973064	0	0	0	0
1	480	87.63021044839502	0	0.009282099239564022	3.6724625641335042	0	0	6.195569189927995	2.4924756983039287	0	0	0
1	483	0	0	100	0	0	0	0	0	0	0	0
1	488	0	0	2.2832590854940045	0.8852076465254834	0.08735521057881415	0	0	95.56868610156516	1.1753692659340442	0	0
