weeks	Methanobacteriaceae	Actinomycetaceae	Bifidobacteriaceae	Candidatus_Nanopelagicaceae	Corynebacteriaceae	Corynebacteriales_unclassified	Mycobacteriaceae	Nocardiaceae	Dermabacteraceae	Dermacoccaceae	Microbacteriaceae	Micrococcaceae	Micrococcales_unclassified	Propionibacteriaceae	Atopobiaceae	Coriobacteriaceae	Eggerthellaceae	Bacteroidetes_unclassified	Bacteroidaceae	Barnesiellaceae	Dysgonamonadaceae	Odoribacteraceae	Porphyromonadaceae	Prevotellaceae	Rikenellaceae	Tannerellaceae	Chitinophagaceae	Flavobacteriaceae	Candidatus_Gastranaerophilales_unclassified	Chlamydiaceae	Alicyclobacillaceae	Bacillaceae	Bacillales_unclassified	Listeriaceae	Paenibacillaceae	Staphylococcaceae	Aerococcaceae	Carnobacteriaceae	Enterococcaceae	Lactobacillaceae	Leuconostocaceae	Streptococcaceae	Catabacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_unclassified	Eubacteriaceae	Lachnospiraceae	Oscillospiraceae	Peptococcaceae	Peptostreptococcaceae	Ruminococcaceae	Erysipelotrichaceae	Firmicutes_unclassified	Acidaminococcaceae	Selenomonadaceae	Veillonellaceae	Peptoniphilaceae	Tissierellia_unclassified	Fusobacteriaceae	Leptotrichiaceae	Brucellaceae	Rhizobiaceae	Rhodobacteraceae	Rhodospirillales_unclassified	Sphingomonadaceae	Alcaligenaceae	Burkholderiaceae	Comamonadaceae	Oxalobacteraceae	Sutterellaceae	Chromobacteriaceae	Neisseriaceae	Desulfovibrionaceae	Campylobacteraceae	Succinivibrionaceae	Idiomarinaceae	Pseudoalteromonadaceae	Cardiobacteriaceae	Enterobacterales_unclassified	Enterobacteriaceae	Erwiniaceae	Hafniaceae	Morganellaceae	Pectobacteriaceae	Yersiniaceae	Halomonadaceae	Pasteurellaceae	Moraxellaceae	Pseudomonadaceae	Vibrionaceae	Xanthomonadaceae	Proteobacteria_unclassified	Spirochaetaceae	Synergistaceae	Mycoplasmataceae	Akkermansiaceae	Debaryomycetaceae	Saccharomycetaceae	Malasseziaceae	Cryptococcaceae
1	0	0	0.41527	0	0	0	0	0	0	0	0	0.00863	0	0	0	0.06391000000000001	0.00218	0	0.32964	0	0	0	0	0	0	0.00719	0	0	0	0	0	0	0	0	0	0.22438000000000002	0	0	0.56145	8.4e-4	0	0.0061	0	0	0.09402999999999999	0	0	0	0.096	0	0	0	0.030719999999999997	0.00703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.08366	0	0	0	0	0	0.0027300000000000002	0	0	0	0.00229	0	0	0	0	0	0.06395	0	0	0	0
1	0	0	17.16674	0	0	0	0	0	0	0	0	0	0	0.12917	0	0	0	0	33.63877	0	0	0.05319	0	0	13.91092	1.37402	0	0	0	0	0	0	0	0	0	0.57719	0	0	0	0	0	0.41678999999999994	0	0	0	0	0	0.2101	2.60771	0	0	0	10.618160000000001	0	0.40119	0	0	1.1132600000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18472	0	0	0.24986	0	0	0	0	0	0	11.55359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7946	0	0	0	0
1	0	0	0.35020999999999997	0	0.21495	0	0	0	0	0.02334	0	0.00259	0	0.31805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10404000000000001	0	0	0.20644	0.013819999999999999	0	0	0	0	0.04364	0	0	0	0	0	0	0	0	0	0	0	0	6.37489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.34461	0	0	0	0	0	0	0.0028	0	6.2e-4	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0.00293	0	0	0	0	0	0	0	0	0	0	0.00807	0	0	0.0973	0	0	0	0	0	0	0	1.6e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01063	0	0	2.7e-4	0	0	0.56377	0	0.00775	0	0.80064	0	0	0	1.7099900000000001	0.12212	0.03834	0	0	0.00345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.63422	0	0	0	0	0	0	3.7e-4	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	3.3503199999999995	0	0.12872999999999998	0	0	0	0	0	0	0.02165	0	0.08033	0	0	0.0025	0	0	0	0	0	0	0	0	0.01319	0	0	0	0	0.00147	0	0.18135	0	0	83.10524000000001	0	0	2.46644	0.59455	0.01904	1.56744	0	0	0.6067600000000001	0	0	0	0	0	0	0	0	0	0.007390000000000001	0	0	0.91453	0	0	0	0	0	0	0	0	0	0	0.007540000000000001	0	0	0	0	0	0	0	0	0	0.033710000000000004	0	0	2.15204	0	0	0	0	0	2.81382	0.06012000000000001	0.027360000000000002	0.00632	1.5135399999999999	0.03998	0	0	0	0	0	0.28465	0	0	0
1	0	0	0.41795	0	0	0	0	0	0	0	0	0.0011	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	2.04317	0	0	0.44135	69.68498000000001	0.00196	0.08292000000000001	0	0	0.007509999999999999	0	0	0	0.01898	0	0	0	0	0.0018600000000000001	0.00101	0	0	0.13871	0	0	0.00294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281	0	0	0.19262	0	0	0	0	0	0.17323	0.005	0.007690000000000001	0	0.15317999999999998	0.00148	0	0	0	0	0	26.610559999999996	0	0	0
1	0	0.03787	83.54868	0	0	0	0	0	0	0	0	0.00364	0	0	0	0.00479	0	0	0.0134	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4e-4	0	0	0.20885	0	0	7.701060000000001	1.4e-4	0	0.02538	0	0	0.0728	0	0	0.40981000000000006	0.02636	0	0	0	0	0	0	0	0	0.6055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.335260000000001	0	0	0	0	0	0	0.00209	0	0	0	0	0	0	0	0	0.0035399999999999997	0	0	0	0
1	0	0	2.94608	0	0	0	0	0	0	0	0	0	0	0	0	0.4518	0.0015400000000000001	0	50.67576	1.71619	0	0.81105	0	5.200000000000001e-4	20.52112	6.260269999999999	0	0	0	0	0	0	0	0	0	0.00656	0	0	0.025710000000000004	0	0	0	0	0	0.04856	0	1.21905	0.13756	0.98815	0	0	0	12.60982	0.00981	0.061	0.18925999999999998	0	0.04471	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00659	0	0	0.7779699999999999	0	0	0	0	0	0	0.14937999999999999	0	0	0	0	0	0	0.00232	0	0	0	0	0.03636	0	0	0	0.30284	0	0	0	0
1	0	0	5.29261	0	0	0	0	0	0	0	0	0	0	0	0	2.67065	0.07091	0	11.45974	1.17775	0	0.12568	0	9.49824	3.93666	0.92409	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0	0.20215	0	0	0.04506	0	0.16389	2.21965	32.29557	2.3788	0	0	20.53764	0.0118	0.39102	0	0	3.5053699999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01728	0	0	0.16353	0	0	0	0	0	0	1.4692	0	0	0	0	0	0	1.3826100000000001	0	0	0	0	0	0	0	0	0.059070000000000004	0	0	0	0
1	0	0.02144	31.58369	0	0	0	0	0	0	0	0	0	0	0.0034700000000000004	0	0	0	0	9.58516	1.4e-4	0	0	0	0.0036799999999999997	0.01066	9.802719999999999	0	0	0	0	0	0	0.00251	0	0	0.060020000000000004	0	0.00402	0.14190999999999998	1.9365299999999999	0	0.05816	0	0	0.07708999999999999	0	0.0024	0	1.35381	0	0	0.007379999999999999	1.7734299999999998	0.15919	0	0	0	2.05766	0	0	0	0	0	0.00122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.35243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0
