weeks	family	value
1	B_pseudocatenulatum	4.254087268567001
2	B_pseudocatenulatum	0.4990814521116056
3	B_pseudocatenulatum	6.225860366348816
4	B_pseudocatenulatum	0.017325579913672166
5	B_pseudocatenulatum	2.948457205969203
6	B_pseudocatenulatum	0.2417286921260506
7	B_pseudocatenulatum	0.07476423405644024
8	B_pseudocatenulatum	35.195279192643504
9	B_pseudocatenulatum	15.60691473854855
10	B_pseudocatenulatum	0
11	B_pseudocatenulatum	0.6648321486267738
12	B_pseudocatenulatum	0.06572064417774184
13	B_pseudocatenulatum	1.2441991875621212
14	B_pseudocatenulatum	2.2473712388292535
15	B_pseudocatenulatum	1.617963220475106
16	B_pseudocatenulatum	0.00482963588487988
17	B_pseudocatenulatum	0.011604868100238006
18	B_pseudocatenulatum	7.968426344484861
19	B_pseudocatenulatum	4.503087181018072
20	B_pseudocatenulatum	14.2727045409566
21	B_pseudocatenulatum	0.4511625476752467
22	B_pseudocatenulatum	0.05231209644861862
23	B_pseudocatenulatum	0.059329154980937056
24	B_pseudocatenulatum	6.084796170573165
1	B_longum	50.240444805058495
2	B_longum	8.028801504023306
3	B_longum	16.38243197037897
4	B_longum	43.16278769608426
5	B_longum	19.174095786429955
6	B_longum	21.960701259116313
7	B_longum	88.21461696742834
8	B_longum	11.844528944696778
9	B_longum	35.235834808810125
10	B_longum	99.61654908016493
11	B_longum	0.9361555828423821
12	B_longum	54.09696878712327
13	B_longum	62.772304202708526
14	B_longum	6.104363564147765
15	B_longum	51.44600129520548
16	B_longum	3.5735409923442063
17	B_longum	9.405411642204049
18	B_longum	83.93311382535869
19	B_longum	17.325900278370334
20	B_longum	30.351677717203167
21	B_longum	3.628777290076564
22	B_longum	6.010670220305261
23	B_longum	0.2612652380384163
24	B_longum	2.7991476456456366
1	B_dentium	3.0628138353550485
2	B_dentium	20.570124860749043
3	B_dentium	3.9195482387768275
4	B_dentium	0.023018564060869304
5	B_dentium	11.890985406993702
6	B_dentium	0.1588573093727657
7	B_dentium	0.3595013298924545
8	B_dentium	0
9	B_dentium	0.0061813912059361
10	B_dentium	0.014920087264269636
11	B_dentium	43.212878781531174
12	B_dentium	3.6281312140545143
13	B_dentium	0.09015662008729389
14	B_dentium	7.440823279225296
15	B_dentium	0.08148580560376234
16	B_dentium	1.0027525639077228
17	B_dentium	34.90809445394169
18	B_dentium	4.792744209897351
19	B_dentium	7.494964186419035
20	B_dentium	0.1873504007775875
21	B_dentium	0.0039974915740372905
22	B_dentium	0.28815591072413493
23	B_dentium	98.40103337869941
24	B_dentium	0.038416871381142
1	B_breve	8.10514233467085
2	B_breve	39.179890015282766
3	B_breve	0.44036202983248185
4	B_breve	21.44974102060203
5	B_breve	23.545053003707302
6	B_breve	1.1300754879605956
7	B_breve	2.4187406954810675
8	B_breve	7.701385004794488
9	B_breve	24.002485887519025
10	B_breve	0.008577880891119282
11	B_breve	49.178453593730026
12	B_breve	34.52668905427805
13	B_breve	0.24184947527746592
14	B_breve	17.105617343821432
15	B_breve	37.28152957028891
16	B_breve	26.781635781246877
17	B_breve	30.538995195417634
18	B_breve	0.195237314229446
19	B_breve	31.94594160455912
20	B_breve	1.5986812379495996
21	B_breve	32.76755792262095
22	B_breve	93.08593812595534
23	B_breve	0
24	B_breve	15.444578914985701
1	B_bifidum	28.42313372579807
2	B_bifidum	3.214352696779773
3	B_bifidum	72.81181320844271
4	B_bifidum	20.526182794527664
5	B_bifidum	38.84027017209808
6	B_bifidum	1.0641410977507306
7	B_bifidum	4.784795185754576
8	B_bifidum	42.687173550988376
9	B_bifidum	22.161171531501065
10	B_bifidum	0.14964052411694134
11	B_bifidum	5.9357731288064635
12	B_bifidum	6.8435236291486
13	B_bifidum	22.062743573765776
14	B_bifidum	43.91498073267065
15	B_bifidum	9.371788503612017
16	B_bifidum	2.164394985551926
17	B_bifidum	25.11037147934183
18	B_bifidum	2.8406205152322967
19	B_bifidum	30.24955942457433
20	B_bifidum	45.06167149500959
21	B_bifidum	18.14546154896498
22	B_bifidum	0.40752518811936467
23	B_bifidum	1.1529549006633018
24	B_bifidum	75.00759687520214
1	B_animalis	1.1671004164996415
2	B_animalis	4.523066887911549
3	B_animalis	0.1881963518082371
4	B_animalis	0.05647769110649005
5	B_animalis	0.30714135547814453
6	B_animalis	22.816649524749835
7	B_animalis	2.282721510754741
8	B_animalis	0.3946166404338685
9	B_animalis	2.884334663747403
10	B_animalis	0.11708760644944392
11	B_animalis	0.06943094893738593
12	B_animalis	0.4829423789403488
13	B_animalis	13.535904809466201
14	B_animalis	2.1644278106253627
15	B_animalis	0.028689879321063483
16	B_animalis	38.43734948456192
17	B_animalis	0.02511326852195391
18	B_animalis	0.04796521559714065
19	B_animalis	0.7438977191633118
20	B_animalis	4.183259989635671
21	B_animalis	0.7352994691483267
22	B_animalis	0.1294362544538943
23	B_animalis	0.04706278960513151
24	B_animalis	0.19343825545658724
1	B_adolescentis	3.91685482832213
2	B_adolescentis	6.71799085946305
3	B_adolescentis	0.03178783441195458
4	B_adolescentis	14.764466653705021
5	B_adolescentis	3.293997069323614
6	B_adolescentis	52.62083821821609
7	B_adolescentis	1.1016241632446366
8	B_adolescentis	2.1770166664429933
9	B_adolescentis	0.09797259489680901
10	B_adolescentis	0.09322482111329855
11	B_adolescentis	0.0019947072685997666
12	B_adolescentis	0.3560242922774821
13	B_adolescentis	0.05248790142179208
14	B_adolescentis	18.085995671442884
15	B_adolescentis	0.17254172549365213
16	B_adolescentis	27.999830469924042
17	B_adolescentis	4.0909247259831823e-4
