weeks	family	value
18	B_adolescentis	0.22189257520021954
19	B_adolescentis	7.731557220408571
20	B_adolescentis	4.34452323185077
21	B_adolescentis	44.267743729939895
22	B_adolescentis	0.02596220399339793
23	B_adolescentis	0.07835453801279875
24	B_adolescentis	0.4320252667556228
1	Other	0.8304227857287713
2	Other	17.266691723678903
3	Other	0
4	Other	0
5	Other	0
6	Other	0.007008410707622015
7	Other	0.7632359133877384
8	Other	0
9	Other	0.005104383771076632
10	Other	0
11	Other	4.8110825719614974e-4
12	Other	0
13	Other	3.542297108140863e-4
14	Other	2.936420359237346
15	Other	0
16	Other	0.035666086578427805
17	Other	0
18	Other	0
19	Other	0.00509238548722047
20	Other	1.3138661701451158e-4
21	Other	0
22	Other	0
23	Other	0
24	Other	0
