weeks	baby_id	g__Bifidobacterium	B_adolescentis	B_angulatum	B_animalis	B_bifidum	B_breve	B_catenulatum	B_dentium	B_longum	B_pseudocatenulatum	B_pseudolongum	B_psychraerophilum
19	51	98.26728	0.07232999999999999	0	8.6e-4	82.34458000000001	0.00216	6e-4	1.23611	2.30397	12.30666	0	0
20	477	16.79873	0.001	0	0	4.259519999999999	0.02374	0	0.06473999999999999	12.43539	0.01434	0	0
20	58	8.55142	0.00685	0	8.50592	0.02812	0.0049	0	0	0.0036299999999999995	0.00201	0	0
20	550	6.48276	1.85953	0	0	1.8e-4	0.0256	0	0.01245	2.78392	1.8010700000000002	0	0
20	551	0.54614	0	0	0.34151	0.00251	0	0	0.18237	0.018680000000000002	0.00107	0	0
20	61	93.48454	10.67217	0	0.005379999999999999	82.47851	0	0	0.26507	0.06341000000000001	0	0	0
20	279	90.64881	0.0258	3.7999999999999997e-4	3.1551400000000003	30.096629999999998	4.5607	0	0	13.411079999999998	39.39909	0	0
20	477	42.763690000000004	0	0	0	13.33477	0	0	0	29.37568	0.053239999999999996	0	0
20	243	0.08695	0	0	0.08695	0	0	0	0	0	0	0	0
20	31	0.04897	0	0	0.0024100000000000002	0	0.00292	0	0	0.04364	0	0	0
20	279	7.38143	0	0	0.0016300000000000002	0.10359000000000002	0.00589	0	0.014580000000000001	7.25575	0	0	0
20	531	22.4293	0	0	0	0.02478	0	0	0.00265	22.39278	0.00909	0	0
21	39	0.00797	0	0	0	0	0.001	0	0.0036799999999999997	0.00328	0	0	0
21	25	4.30171	0	0	0.6769	2.68909	0	0	0	0.52493	0.41079	0	0
21	382	0	0	0	0	0	0	0	0	0	0	0	0
21	382	87.74807	40.75188	0	0	14.01521	30.164070000000002	0	0	2.81236	0.00454	0	0
22	231	0.14661	0.01761	0	0	0	0.01889	0	0	0.10665999999999999	0.00346	0	0
22	270	77.23512	0.00248	0	0.10016	0.31535	72.01261	0	0.22298	4.5445	0.03702	0	0
23	334	11.98398	0.00939	0	0.00564	0.13817000000000002	0	0	11.79237	0.031310000000000004	0.007109999999999999	0	0
24	379	10.22589	0	0	0	0	8.20209	0	0.014209999999999999	0.00908	2.00052	0	0
24	496	39.18848	0	0	0	39.17844	0.0015	0	0.006220000000000001	0.00232	0	0	0
24	237	3.6510000000000002	0.22975	0	0	0.70468	0.0098	0	0	1.47141	1.23536	0	0
24	21	0.11438	0	0	0.10287	0.0057399999999999994	0	0	0	0.00577	0	0	0
